@relation TestInstances

@attribute room {window,door,kitchen,undefined}
@attribute magneticY numeric
@attribute magneticZ numeric
@attribute rssValue0 numeric
@attribute rssValue1 numeric
@attribute rssValue2 numeric
@attribute rssValue3 numeric
@attribute rssValue4 numeric
@attribute rssValue5 numeric
@attribute rssValue6 numeric
@attribute rssValue7 numeric

@data
window,15,-40,-58,-34,-81,-96,0,0,0,0
window,19,-38,-58,-34,-81,-96,0,0,0,0
window,17,-38,-58,-34,-81,-96,0,0,0,0
window,17,-38,-65,-38,-88,-96,0,0,0,0
window,18,-38,-65,-38,-88,-96,0,0,0,0
window,15,-39,-65,-38,-88,-96,0,0,0,0
window,14,-40,-65,-38,-88,-96,0,0,0,0
window,14,-40,-63,-43,-88,-96,0,0,0,0
window,14,-41,-63,-43,-88,-96,0,0,0,0
window,12,-42,-63,-43,-88,-96,0,0,0,0
window,12,-42,-63,-42,-88,-96,0,0,0,0
window,13,-42,-63,-42,-88,-96,0,0,0,0
window,15,-41,-63,-42,-88,-96,0,0,0,0
window,15,-41,-63,-37,-88,-96,0,0,0,0
window,15,-42,-63,-37,-88,-96,0,0,0,0
window,16,-41,-63,-37,-88,-96,0,0,0,0
window,19,-40,-57,-35,-88,-92,0,0,0,0
window,20,-39,-57,-35,-88,-92,0,0,0,0
window,19,-40,-57,-35,-88,-92,0,0,0,0
window,19,-40,-61,-33,-88,-92,0,0,0,0
window,17,-41,-61,-33,-88,-92,0,0,0,0
window,15,-41,-61,-33,-88,-92,0,0,0,0
window,17,-41,-67,-40,-88,-95,0,0,0,0
window,16,-41,-67,-40,-88,-95,0,0,0,0
window,17,-41,-67,-40,-88,-95,0,0,0,0
window,17,-41,-60,-34,-85,-95,0,0,0,0
window,18,-41,-60,-34,-85,-95,0,0,0,0
window,19,-40,-60,-34,-85,-95,0,0,0,0
window,19,-40,-57,-34,-81,-91,0,0,0,0
window,18,-41,-57,-34,-81,-91,0,0,0,0
window,20,-40,-57,-34,-81,-91,0,0,0,0
window,22,-39,-57,-34,-81,-91,0,0,0,0
window,22,-39,-59,-34,-84,-91,0,0,0,0
window,19,-40,-59,-34,-84,-91,0,0,0,0
window,17,-41,-59,-34,-84,-91,0,0,0,0
window,17,-41,-59,-33,-84,-91,0,0,0,0
window,14,-42,-59,-33,-84,-91,0,0,0,0
window,17,-41,-59,-33,-84,-91,0,0,0,0
window,19,-40,-59,-33,-84,-91,0,0,0,0
window,20,-39,-62,-35,-84,-97,0,0,0,0
window,21,-39,-62,-35,-84,-97,0,0,0,0
window,21,-39,-70,-33,-87,-93,0,0,0,0
window,19,-40,-70,-33,-87,-93,0,0,0,0
window,20,-39,-70,-33,-87,-93,0,0,0,0
window,20,-39,-62,-33,-83,-93,0,0,0,0
